compactness_mean,compactness_variance,temporal_drift_mean,num_frames,sequence_id,identity_id,model
0.94218725,0.00046166993,0.038830767381558856,455,dancetrack0020,id_0009,clip
0.9092979,0.00072021695,0.043781176392768094,570,dancetrack0020,id_0010,clip
0.9412333,0.00047834753,0.03400571823529771,583,dancetrack0020,id_0011,clip
0.94928676,0.00081958744,0.029288002617762123,569,dancetrack0020,id_0012,clip
0.9568962,0.0007452604,0.025266585481125873,583,dancetrack0020,id_0013,clip
0.9028469,0.0011635933,0.05116053575673266,558,dancetrack0020,id_0014,clip
0.941908,0.000918221,0.04319419735509784,410,dancetrack0020,id_0015,clip
0.93930805,0.000591685,0.0388830498332891,443,dancetrack0020,id_0016,clip
0.93738997,0.00083137734,0.032297250922879064,578,dancetrack0020,id_0017,clip
0.9419281,0.002024469,0.024882675555497665,580,dancetrack0020,id_0018,clip
0.9303326,0.0008319748,0.03856135135333544,398,dancetrack0020,id_0019,clip
0.93666583,0.0011898088,0.0436711930914929,381,dancetrack0020,id_0020,clip
0.93080974,0.00058809057,0.04256092973756882,520,dancetrack0020,id_0021,clip
0.9249813,0.0007955865,0.034324170833223325,535,dancetrack0020,id_0022,clip
0.93479896,0.000646969,0.036888535608325085,514,dancetrack0020,id_0023,clip
0.93996525,0.00063763553,0.03384432688201826,583,dancetrack0020,id_0024,clip
0.9075276,0.00096063386,0.04034725526968638,541,dancetrack0020,id_0025,clip
0.9290665,0.00060548674,0.0392952424845672,407,dancetrack0020,id_0026,clip
0.93301123,0.00044398606,0.037555665478071404,384,dancetrack0020,id_0027,clip
0.9262391,0.00061961956,0.04188102585348216,529,dancetrack0020,id_0028,clip
0.9855331,0.00019397633,0.01002938517999813,583,dancetrack0020,id_0029,clip
0.9839554,0.00028530747,0.009494535906617994,583,dancetrack0020,id_0030,clip
0.9251983,0.000558812,0.04710074045700941,335,dancetrack0020,id_0031,clip
0.9023609,0.00083727675,0.04572292276009352,502,dancetrack0020,id_0032,clip
0.9030527,0.0008500834,0.05034673748705006,458,dancetrack0020,id_0033,clip
0.91516346,0.00082275516,0.0415300273787382,443,dancetrack0020,id_0034,clip
0.9305848,0.000571616,0.03558393540205779,460,dancetrack0020,id_0035,clip
0.93491346,0.0005637951,0.03461200185899455,479,dancetrack0020,id_0036,clip
0.9349704,0.0004991625,0.045707871553202835,543,dancetrack0020,id_0037,clip
0.9233343,0.0010141178,0.05060379182160234,359,dancetrack0020,id_0038,clip
0.9426872,0.0007793952,0.05035909320589757,459,dancetrack0020,id_0039,clip
0.92788374,0.0005681493,0.03964270274224914,1463,dancetrack0023,id_0000,clip
0.93005115,0.0006182143,0.03946370923527206,1478,dancetrack0023,id_0001,clip
0.93055123,0.0006772026,0.03688415946310678,1410,dancetrack0023,id_0002,clip
0.924456,0.0007211172,0.04278731064596961,1483,dancetrack0023,id_0003,clip
0.9334595,0.0006101985,0.04194886085145044,1479,dancetrack0023,id_0004,clip
0.9262481,0.0006536327,0.04237303331463092,1432,dancetrack0023,id_0005,clip
0.9287549,0.0005062168,0.03851683112633163,1449,dancetrack0023,id_0006,clip
0.9192625,0.0008864024,0.039852783759730455,1346,dancetrack0023,id_0007,clip
0.92633796,0.00077259564,0.04209237454230325,1483,dancetrack0023,id_0008,clip
0.9285018,0.0010085349,0.03346076815809971,760,dancetrack0024,id_0000,clip
0.9265778,0.00051774655,0.030643867818932784,761,dancetrack0024,id_0001,clip
0.9297244,0.0006417907,0.03409849470994604,763,dancetrack0024,id_0002,clip
0.9275926,0.00060802395,0.03442231231722338,755,dancetrack0024,id_0003,clip
0.92632085,0.0005774576,0.03613203349815078,735,dancetrack0024,id_0004,clip
0.9279296,0.00056231424,0.03474586061739048,738,dancetrack0024,id_0005,clip
0.9508372,0.00041986842,0.03845835924148559,11,dancetrack0027,id_0000,clip
0.9557208,0.00064602616,0.02587291955947876,376,dancetrack0027,id_0001,clip
0.9538536,0.00034915298,0.028230261235010056,400,dancetrack0027,id_0002,clip
0.95670843,0.0018657423,0.029294097423553468,31,dancetrack0027,id_0003,clip
0.9606503,0.002246268,0.023882996361210662,54,dancetrack0027,id_0004,clip
0.9589412,0.00055784284,0.04119982570409775,9,dancetrack0027,id_0005,clip
0.94306755,0.00088847865,0.030591916945791737,389,dancetrack0027,id_0006,clip
0.9361049,0.0007717968,0.03534277650210099,350,dancetrack0027,id_0007,clip
0.9488377,0.00073012576,0.0317578161271607,329,dancetrack0027,id_0008,clip
0.94737595,0.00095457264,0.033034362908824326,392,dancetrack0027,id_0009,clip
0.94283086,0.0007176584,0.03231527879413238,355,dancetrack0027,id_0010,clip
0.94280124,0.0008159251,0.0341848473617996,346,dancetrack0027,id_0011,clip
0.95216745,0.00051238696,0.02847673258378138,403,dancetrack0027,id_0012,clip
0.93797475,0.00078456686,0.02847472834511529,1263,dancetrack0029,id_0000,clip
0.9336038,0.001317846,0.03108508019716234,1260,dancetrack0029,id_0001,clip
0.964645,0.00043178437,0.03166627181563408,315,dancetrack0029,id_0002,clip
0.9284475,0.0009998799,0.032460340276573046,1263,dancetrack0029,id_0003,clip
0.92507726,0.0013278709,0.033440105699699386,1263,dancetrack0029,id_0004,clip
0.9335858,0.0010021996,0.0342399030568772,1260,dancetrack0029,id_0005,clip
0.93238765,0.00112835,0.030828019440126836,1262,dancetrack0029,id_0006,clip
0.98773336,4.845716e-05,0.005697225951041353,604,dancetrack0032,id_0000,clip
0.94266456,0.0004324847,0.04434946702042623,537,dancetrack0032,id_0001,clip
0.94172776,0.00038393118,0.044509028127560246,521,dancetrack0032,id_0002,clip
0.9392795,0.00047456473,0.04367125329196243,567,dancetrack0032,id_0003,clip
0.9339059,0.00075083325,0.04590876823341524,593,dancetrack0032,id_0004,clip
0.9389553,0.00047216905,0.04210249915913274,538,dancetrack0032,id_0005,clip
0.9298569,0.00072628644,0.0445253319546656,789,dancetrack0033,id_0000,clip
0.93000233,0.0009195589,0.04081272135806989,791,dancetrack0033,id_0001,clip
0.9318807,0.00076939235,0.04016533092295557,780,dancetrack0033,id_0002,clip
0.9373757,0.0005449656,0.041195277944207194,801,dancetrack0033,id_0003,clip
0.93097496,0.0010086026,0.0435170546958321,761,dancetrack0033,id_0004,clip
0.9304556,0.00064772187,0.046896002264060925,752,dancetrack0033,id_0005,clip
0.92790216,0.00089619186,0.04430100737525711,768,dancetrack0033,id_0006,clip
0.9280935,0.00058786897,0.042878429745546814,795,dancetrack0033,id_0007,clip
0.9347648,0.0005796822,0.04731769879927506,1185,dancetrack0037,id_0000,clip
0.9347697,0.00059512205,0.04450362423641469,1200,dancetrack0037,id_0001,clip
0.9344313,0.000567408,0.045969589990852155,1131,dancetrack0037,id_0002,clip
0.93052053,0.00055788393,0.04344132079902993,1199,dancetrack0037,id_0003,clip
0.9362427,0.00055716257,0.04563291536160963,1200,dancetrack0037,id_0004,clip
0.931179,0.00054970785,0.047126850961637094,1191,dancetrack0037,id_0005,clip
0.9291198,0.0007922773,0.04468872740193082,1199,dancetrack0037,id_0006,clip
0.93835765,0.0009861485,0.03364582260449727,1201,dancetrack0039,id_0000,clip
0.9474294,0.00054136914,0.02936974931354365,1211,dancetrack0039,id_0001,clip
0.9510942,0.00050860934,0.031197465401834285,1224,dancetrack0039,id_0002,clip
0.9456828,0.0005969014,0.03472749488750439,1215,dancetrack0039,id_0003,clip
0.9460971,0.00070818135,0.031516229193056786,1241,dancetrack0039,id_0004,clip
0.95367646,0.000450074,0.03863092413357958,863,dancetrack0044,id_0000,clip
0.9299584,0.00049045496,0.055523118437337836,1132,dancetrack0044,id_0001,clip
0.9562898,0.00049129064,0.038324927421537994,720,dancetrack0044,id_0002,clip
0.928447,0.0005667921,0.056183169770261936,1128,dancetrack0044,id_0003,clip
0.93429524,0.00055861485,0.05294506667626635,1094,dancetrack0044,id_0004,clip
0.93596464,0.00047025297,0.05354995399987491,980,dancetrack0044,id_0005,clip
0.9430758,0.00078255805,0.044410468658276234,1027,dancetrack0044,id_0006,clip
0.9312799,0.0004480636,0.05488084921550919,1135,dancetrack0044,id_0007,clip
0.93060476,0.00058186427,0.052557438532933,1132,dancetrack0044,id_0008,clip
0.9322058,0.00063833996,0.05066796687950615,1049,dancetrack0044,id_0009,clip
0.9294853,0.000606672,0.04985163632865071,924,dancetrack0044,id_0010,clip
0.93561214,0.0005827353,0.05581149085362752,1126,dancetrack0044,id_0011,clip
0.9300785,0.00048848696,0.05678758036227748,1079,dancetrack0044,id_0012,clip
0.9333154,0.00070766837,0.05391816394082431,1016,dancetrack0045,id_0000,clip
0.93021303,0.00080239796,0.05263744641803071,1117,dancetrack0045,id_0001,clip
0.93184376,0.0006338829,0.05277028584902265,1131,dancetrack0045,id_0002,clip
0.94014436,0.0006482533,0.048471102570648066,1194,dancetrack0045,id_0003,clip
0.9474025,0.00053764886,0.04751207003689775,991,dancetrack0045,id_0004,clip
0.93738365,0.00062937196,0.044303705021054324,1198,dancetrack0045,id_0005,clip
0.9381833,0.00059411576,0.04945405450588694,1118,dancetrack0045,id_0006,clip
0.93453914,0.00059315056,0.05477396506636393,1203,dancetrack0045,id_0007,clip
0.93478996,0.00072926795,0.04734492752094286,1100,dancetrack0045,id_0008,clip
0.93346906,0.00082850887,0.05012502761114211,1051,dancetrack0045,id_0009,clip
0.93263996,0.00066700025,0.050711059947494266,1202,dancetrack0045,id_0010,clip
0.92961645,0.0006536257,0.05210412330400776,1137,dancetrack0045,id_0011,clip
0.9335381,0.0006347404,0.04956160477996906,1155,dancetrack0045,id_0012,clip
0.9378649,0.00063384336,0.05229745740475862,1197,dancetrack0045,id_0013,clip
0.9291704,0.0005058865,0.048050929226613484,1203,dancetrack0049,id_0000,clip
0.93728304,0.0006508667,0.040004962772280224,1199,dancetrack0049,id_0001,clip
0.93844485,0.00078597,0.04004907935584812,1202,dancetrack0049,id_0002,clip
0.939447,0.0005865041,0.04130750869628179,1197,dancetrack0049,id_0003,clip
0.9356112,0.0005607613,0.045231399886030386,1173,dancetrack0049,id_0004,clip
0.93408346,0.00059058476,0.04511512931160939,1178,dancetrack0049,id_0005,clip
0.9317703,0.00057590485,0.04566618917736753,1167,dancetrack0049,id_0006,clip
0.92963403,0.0006135528,0.04986935031998985,1183,dancetrack0049,id_0007,clip
0.9308588,0.0009372942,0.04482947604826802,1203,dancetrack0051,id_0000,clip
0.9253327,0.0007551989,0.04964568115113777,1203,dancetrack0051,id_0001,clip
0.9172893,0.00073319447,0.05101067304214173,1202,dancetrack0051,id_0002,clip
0.92618126,0.00085309596,0.04986398316262764,1203,dancetrack0051,id_0003,clip
0.92871237,0.00060022867,0.04543181822422935,1203,dancetrack0051,id_0004,clip
0.9149935,0.00059130666,0.05655728929952995,1185,dancetrack0051,id_0005,clip
0.9295777,0.0011135507,0.04309813378257878,1203,dancetrack0051,id_0006,clip
0.9353556,0.0007119368,0.04197586961276519,1203,dancetrack0051,id_0007,clip
0.93158764,0.000553435,0.043082791140392894,1203,dancetrack0051,id_0008,clip
